SERIALNO,ST,PUMA,WGTP,Sm_Lo,Sm_Md,Sm_Hi,Lg_Lo,Lg_Md,Lg_Hi,Mil_Sm,Mil_Lg,ColDorm,Pers,IncK,Weight,hh
2016000103349,6,7307,13,0,1,0,0,0,0,0,0,0,1,81,13,1
2016000103394,6,7322,10,0,1,0,0,0,0,0,0,0,2,79,10,1
2016000103416,6,7306,22,0,1,0,0,0,0,0,0,0,2,67,22,1
2016000103444,6,7321,6,1,0,0,0,0,0,0,0,0,1,10,6,1
2016000103445,6,7302,15,0,1,0,0,0,0,0,0,0,2,63,15,1
2016000103477,6,7306,14,0,1,0,0,0,0,0,0,0,2,105,14,1
2016000103700,6,7318,11,0,0,0,0,1,0,0,0,0,3,106,11,1
2016000103709,6,7320,9,0,0,0,0,0,1,0,0,0,3,373,9,1
2016000103715,6,7313,33,0,0,0,0,0,0,0,1,0,3,77,33,1
2016000103839,6,7316,11,0,1,0,0,0,0,0,0,0,2,81,11,1
2016000103863,6,7315,11,0,1,0,0,0,0,0,0,0,2,100,11,1
2016000103910,6,7307,8,0,0,0,0,1,0,0,0,0,5,89,8,1
2016000103975,6,7311,18,0,1,0,0,0,0,0,0,0,2,46,18,1
2016000104121,6,7311,19,0,0,0,0,0,1,0,0,0,4,200,19,1
2016000104226,6,7322,12,0,0,0,1,0,0,0,0,0,8,24,12,1
2016000104243,6,7309,8,0,0,0,0,1,0,0,0,0,3,69,8,1
2016000104262,6,7315,22,0,1,0,0,0,0,0,0,0,1,47,22,1
2016000104392,6,7310,32,0,0,0,0,1,0,0,0,0,6,128,32,1
2016000104438,6,7315,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000104446,6,7303,15,0,1,0,0,0,0,0,0,0,1,55,15,1
2016000104528,6,7304,13,0,1,0,0,0,0,0,0,0,2,72,13,1
2016000104627,6,7319,19,0,0,0,1,0,0,0,0,0,4,16,19,1
2016000104697,6,7304,18,0,1,0,0,0,0,0,0,0,2,100,18,1
2016000104706,6,7308,11,0,1,0,0,0,0,0,0,0,2,59,11,1
2016000104720,6,7315,20,0,1,0,0,0,0,0,0,0,2,63,20,1
2016000104912,6,7301,13,0,0,0,0,0,1,0,0,0,4,313,13,1
2016000105171,6,7322,34,0,0,0,0,1,0,0,0,0,5,35,34,1
2016000105225,6,7321,8,0,0,0,0,0,1,0,0,0,12,299,8,1
2016000105244,6,7303,14,0,0,0,0,1,0,0,0,0,5,94,14,1
2016000105456,6,7321,14,0,1,0,0,0,0,0,0,0,2,89,14,1
2016000105520,6,7302,14,0,1,0,0,0,0,0,0,0,1,51,14,1
2016000105605,6,7312,25,0,0,0,0,1,0,0,0,0,3,75,25,1
2016000105955,6,7316,28,1,0,0,0,0,0,0,0,0,1,1,28,1
2016000106129,6,7321,13,0,0,0,0,1,0,0,0,0,6,55,13,1
2016000106200,6,7316,77,0,1,0,0,0,0,0,0,0,2,84,77,1
2016000106502,6,7309,23,0,0,0,0,0,1,0,0,0,3,169,23,1
2016000106586,6,7301,10,0,0,0,0,1,0,0,0,0,4,90,10,1
2016000106702,6,7306,21,0,0,0,0,0,1,0,0,0,4,206,21,1
2016000106708,6,7316,19,0,1,0,0,0,0,0,0,0,1,53,19,1
2016000106790,6,7303,72,0,0,0,0,1,0,0,0,0,5,46,72,1
2016000106878,6,7312,12,0,0,0,0,1,0,0,0,0,6,148,12,1
2016000106908,6,7316,23,0,1,0,0,0,0,0,0,0,2,105,23,1
2016000106957,6,7313,23,0,0,0,1,0,0,0,0,0,5,19,23,1
2016000107071,6,7315,15,0,0,0,0,0,0,1,0,0,2,61,15,1
2016000107283,6,7316,14,0,1,0,0,0,0,0,0,0,1,46,14,1
2016000107300,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000107342,6,7302,10,0,1,0,0,0,0,0,0,0,2,56,10,1
2016000107392,6,7317,28,0,1,0,0,0,0,0,0,0,2,70,28,1
2016000107938,6,7306,20,0,1,0,0,0,0,0,0,0,1,136,20,1
2016000107970,6,7319,51,0,0,0,0,1,0,0,0,0,5,105,51,1
2016000108212,6,7302,19,0,0,0,0,0,1,0,0,0,3,167,19,1
2016000108425,6,7317,8,0,0,0,0,0,0,0,1,0,3,148,8,1
2016000109047,6,7315,14,1,0,0,0,0,0,0,0,0,1,12,14,1
2016000109269,6,7307,15,0,0,0,0,1,0,0,0,0,3,37,15,1
2016000109414,6,7320,22,0,0,1,0,0,0,0,0,0,2,169,22,1
2016000109495,6,7311,13,0,0,1,0,0,0,0,0,0,2,203,13,1
2016000109500,6,7322,42,0,1,0,0,0,0,0,0,0,2,57,42,1
2016000109587,6,7312,14,1,0,0,0,0,0,0,0,0,2,1,14,1
2016000109715,6,7316,11,0,0,1,0,0,0,0,0,0,2,375,11,1
2016000109893,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000109929,6,7310,14,0,1,0,0,0,0,0,0,0,1,127,14,1
2016000110018,6,7303,33,0,0,0,0,1,0,0,0,0,5,67,33,1
2016000110102,6,7316,13,0,1,0,0,0,0,0,0,0,1,79,13,1
2016000110648,6,7304,12,0,1,0,0,0,0,0,0,0,2,110,12,1
2016000110828,6,7310,18,0,0,1,0,0,0,0,0,0,1,299,18,1
2016000111309,6,7317,37,0,1,0,0,0,0,0,0,0,1,47,37,1
2016000111504,6,7306,14,1,0,0,0,0,0,0,0,0,1,16,14,1
2016000111550,6,7317,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000111680,6,7312,14,0,0,0,1,0,0,0,0,0,4,15,14,1
2016000111728,6,7303,24,0,1,0,0,0,0,0,0,0,2,58,24,1
2016000112031,6,7301,15,0,0,0,0,1,0,0,0,0,4,105,15,1
2016000112252,6,7317,14,0,0,0,0,1,0,0,0,0,3,57,14,1
2016000112269,6,7313,24,0,1,0,0,0,0,0,0,0,2,73,24,1
2016000112350,6,7314,20,1,0,0,0,0,0,0,0,0,2,20,20,1
2016000112383,6,7311,18,0,0,0,0,1,0,0,0,0,5,102,18,1
2016000112569,6,7308,16,0,1,0,0,0,0,0,0,0,1,89,16,1
2016000112712,6,7314,14,0,1,0,0,0,0,0,0,0,2,78,14,1
2016000112731,6,7310,24,0,1,0,0,0,0,0,0,0,1,127,24,1
2016000113528,6,7305,14,0,0,0,0,1,0,0,0,0,4,112,14,1
2016000114389,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000114533,6,7310,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000114543,6,7310,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000114650,6,7310,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000115002,6,7319,15,0,1,0,0,0,0,0,0,0,2,61,15,1
2016000115088,6,7321,39,0,0,0,0,1,0,0,0,0,4,51,39,1
2016000115215,6,7320,11,0,1,0,0,0,0,0,0,0,1,30,11,1
2016000115258,6,7311,19,1,0,0,0,0,0,0,0,0,2,17,19,1
2016000115550,6,7301,11,0,1,0,0,0,0,0,0,0,1,52,11,1
2016000115616,6,7311,18,0,0,0,0,0,1,0,0,0,5,163,18,1
2016000115929,6,7307,10,0,0,0,0,1,0,0,0,0,4,30,10,1
2016000115969,6,7301,23,0,1,0,0,0,0,0,0,0,1,32,23,1
2016000116025,6,7320,85,0,0,1,0,0,0,0,0,0,2,156,85,1
2016000116745,6,7314,43,0,1,0,0,0,0,0,0,0,1,105,43,1
2016000116773,6,7303,12,0,0,0,0,1,0,0,0,0,4,132,12,1
2016000116786,6,7310,40,0,0,0,0,0,1,0,0,0,5,683,40,1
2016000116851,6,7301,12,0,1,0,0,0,0,0,0,0,2,103,12,1
2016000117206,6,7314,13,0,1,0,0,0,0,0,0,0,1,31,13,1
2016000117241,6,7312,61,0,0,0,0,0,0,1,0,0,1,232,61,1
2016000117437,6,7322,32,0,0,0,0,1,0,0,0,0,3,92,32,1
2016000117713,6,7318,16,1,0,0,0,0,0,0,0,0,1,21,16,1
2016000117939,6,7311,7,0,0,0,0,0,1,0,0,0,3,251,7,1
2016000118225,6,7313,42,0,1,0,0,0,0,0,0,0,1,123,42,1
2016000118230,6,7320,82,0,0,0,0,1,0,0,0,0,5,33,82,1
2016000118248,6,7302,44,0,1,0,0,0,0,0,0,0,2,76,44,1
2016000118355,6,7304,11,0,0,1,0,0,0,0,0,0,2,253,11,1
2016000118384,6,7321,13,0,1,0,0,0,0,0,0,0,2,128,13,1
2016000118386,6,7305,38,0,0,0,0,1,0,0,0,0,5,58,38,1
2016000118701,6,7316,30,0,0,0,0,1,0,0,0,0,6,34,30,1
2016000119033,6,7303,12,0,1,0,0,0,0,0,0,0,2,137,12,1
2016000119641,6,7316,11,0,0,1,0,0,0,0,0,0,2,331,11,1
2016000119989,6,7309,12,0,0,0,0,1,0,0,0,0,3,96,12,1
2016000120465,6,7315,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000120729,6,7313,24,0,0,0,0,1,0,0,0,0,3,142,24,1
2016000120769,6,7302,40,0,0,0,1,0,0,0,0,0,3,15,40,1
2016000120772,6,7321,35,0,1,0,0,0,0,0,0,0,1,66,35,1
2016000120786,6,7315,24,0,0,0,0,1,0,0,0,0,4,132,24,1
2016000120832,6,7305,65,0,0,0,0,1,0,0,0,0,4,28,65,1
2016000120849,6,7316,28,0,1,0,0,0,0,0,0,0,2,146,28,1
2016000121101,6,7302,4,0,1,0,0,0,0,0,0,0,2,30,4,1
2016000121190,6,7320,24,0,0,0,0,1,0,0,0,0,3,139,24,1
2016000121223,6,7317,12,1,0,0,0,0,0,0,0,0,2,6,12,1
2016000121359,6,7306,7,0,0,1,0,0,0,0,0,0,2,182,7,1
2016000121378,6,7306,16,0,1,0,0,0,0,0,0,0,1,29,16,1
2016000121452,6,7319,8,0,0,0,0,1,0,0,0,0,4,140,8,1
2016000121494,6,7321,7,0,0,0,0,1,0,0,0,0,5,53,7,1
2016000121541,6,7322,33,0,0,0,0,1,0,0,0,0,5,127,33,1
2016000121586,6,7315,14,0,0,0,0,1,0,0,0,0,4,118,14,1
2016000121753,6,7319,14,0,0,0,0,1,0,0,0,0,10,44,14,1
2016000121767,6,7302,24,0,0,0,0,0,0,0,1,0,3,47,24,1
2016000121826,6,7309,30,0,1,0,0,0,0,0,0,0,1,63,30,1
2016000121916,6,7310,8,0,0,0,0,0,1,0,0,0,5,194,8,1
2016000122010,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000122164,6,7311,8,0,0,0,0,1,0,0,0,0,4,103,8,1
2016000122233,6,7302,13,0,0,0,0,0,1,0,0,0,5,315,13,1
2016000122375,6,7305,25,0,1,0,0,0,0,0,0,0,2,85,25,1
2016000122510,6,7301,12,0,0,0,0,0,1,0,0,0,7,168,12,1
2016000122692,6,7308,15,0,1,0,0,0,0,0,0,0,2,32,15,1
2016000122897,6,7312,22,0,1,0,0,0,0,0,0,0,2,31,22,1
2016000123091,6,7318,31,0,0,0,0,1,0,0,0,0,5,41,31,1
2016000123123,6,7308,18,0,1,0,0,0,0,0,0,0,2,127,18,1
2016000123260,6,7312,13,1,0,0,0,0,0,0,0,0,1,19,13,1
2016000123279,6,7317,14,0,0,1,0,0,0,0,0,0,2,174,14,1
2016000123352,6,7313,38,0,1,0,0,0,0,0,0,0,1,53,38,1
2016000123356,6,7318,14,0,0,0,0,1,0,0,0,0,3,85,14,1
2016000123457,6,7302,23,1,0,0,0,0,0,0,0,0,2,10,23,1
2016000123570,6,7304,14,0,0,0,0,1,0,0,0,0,4,137,14,1
2016000123578,6,7310,12,0,0,0,0,1,0,0,0,0,3,111,12,1
2016000123585,6,7308,11,1,0,0,0,0,0,0,0,0,1,13,11,1
2016000123699,6,7320,16,0,1,0,0,0,0,0,0,0,1,51,16,1
2016000123920,6,7314,12,0,0,0,0,1,0,0,0,0,4,137,12,1
2016000124234,6,7318,15,0,0,0,0,0,1,0,0,0,6,197,15,1
2016000124269,6,7321,28,0,0,0,0,1,0,0,0,0,4,42,28,1
2016000124484,6,7316,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000124527,6,7308,14,0,1,0,0,0,0,0,0,0,1,59,14,1
2016000124530,6,7318,13,0,0,0,0,1,0,0,0,0,5,27,13,1
2016000124625,6,7317,29,0,0,0,1,0,0,0,0,0,4,19,29,1
2016000125052,6,7310,12,0,0,1,0,0,0,0,0,0,2,248,12,1
2016000125268,6,7318,12,0,0,0,0,1,0,0,0,0,3,116,12,1
2016000125289,6,7310,15,0,1,0,0,0,0,0,0,0,2,86,15,1
2016000125363,6,7316,34,0,1,0,0,0,0,0,0,0,2,118,34,1
2016000125550,6,7314,23,0,1,0,0,0,0,0,0,0,1,45,23,1
2016000125675,6,7302,38,0,0,0,0,1,0,0,0,0,4,121,38,1
2016000125829,6,7322,61,0,0,0,0,1,0,0,0,0,3,101,61,1
2016000125836,6,7304,23,1,0,0,0,0,0,0,0,0,2,21,23,1
2016000125882,6,7316,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000126024,6,7315,23,0,0,1,0,0,0,0,0,0,2,151,23,1
2016000126077,6,7308,14,0,0,0,0,0,1,0,0,0,6,638,14,1
2016000126241,6,7306,9,0,1,0,0,0,0,0,0,0,2,83,9,1
2016000126275,6,7308,43,0,1,0,0,0,0,0,0,0,1,80,43,1
2016000126500,6,7302,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000126971,6,7308,12,0,1,0,0,0,0,0,0,0,2,92,12,1
2016000127077,6,7309,43,0,1,0,0,0,0,0,0,0,2,70,43,1
2016000127234,6,7316,24,1,0,0,0,0,0,0,0,0,2,21,24,1
2016000127258,6,7319,16,0,1,0,0,0,0,0,0,0,2,123,16,1
2016000127450,6,7313,28,0,0,0,1,0,0,0,0,0,5,17,28,1
2016000128126,6,7313,40,0,0,0,1,0,0,0,0,0,3,7,40,1
2016000128157,6,7316,13,0,0,1,0,0,0,0,0,0,2,211,13,1
2016000128184,6,7320,14,0,1,0,0,0,0,0,0,0,2,102,14,1
2016000128233,6,7313,17,0,0,0,0,1,0,0,0,0,3,30,17,1
2016000128656,6,7308,14,0,1,0,0,0,0,0,0,0,1,69,14,1
2016000129136,6,7310,14,0,1,0,0,0,0,0,0,0,2,81,14,1
2016000129232,6,7302,22,0,1,0,0,0,0,0,0,0,2,46,22,1
2016000129255,6,7313,7,0,1,0,0,0,0,0,0,0,2,80,7,1
2016000129287,6,7317,60,0,0,0,0,1,0,0,0,0,4,47,60,1
2016000129445,6,7312,16,0,0,0,0,1,0,0,0,0,4,87,16,1
2016000129569,6,7313,21,0,1,0,0,0,0,0,0,0,1,26,21,1
2016000129630,6,7316,22,0,0,1,0,0,0,0,0,0,2,153,22,1
2016000129631,6,7319,14,0,1,0,0,0,0,0,0,0,2,133,14,1
2016000129645,6,7304,37,0,0,0,0,1,0,0,0,0,4,144,37,1
2016000129652,6,7318,8,0,0,0,0,0,0,0,1,0,6,63,8,1
2016000129802,6,7310,13,0,1,0,0,0,0,0,0,0,2,132,13,1
2016000129857,6,7306,8,0,0,0,0,1,0,0,0,0,6,63,8,1
2016000129874,6,7313,8,0,1,0,0,0,0,0,0,0,2,54,8,1
2016000130059,6,7319,6,0,0,0,0,1,0,0,0,0,5,90,6,1
2016000130413,6,7306,10,0,0,0,0,0,1,0,0,0,3,305,10,1
2016000130737,6,7310,25,1,0,0,0,0,0,0,0,0,1,0,25,1
2016000130742,6,7311,10,0,0,0,0,0,1,0,0,0,4,271,10,1
2016000130950,6,7311,14,0,0,1,0,0,0,0,0,0,2,172,14,1
2016000130995,6,7313,10,1,0,0,0,0,0,0,0,0,1,13,10,1
2016000131256,6,7306,23,0,0,0,0,1,0,0,0,0,5,50,23,1
2016000131300,6,7315,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000131643,6,7318,12,1,0,0,0,0,0,0,0,0,2,18,12,1
2016000131667,6,7304,23,0,0,0,0,0,1,0,0,0,6,382,23,1
2016000132377,6,7320,14,0,1,0,0,0,0,0,0,0,2,43,14,1
2016000132592,6,7301,84,0,0,0,0,0,0,0,1,0,4,88,84,1
2016000132703,6,7310,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000132727,6,7320,26,0,1,0,0,0,0,0,0,0,1,116,26,1
2016000133218,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000133227,6,7317,13,1,0,0,0,0,0,0,0,0,1,19,13,1
2016000133263,6,7301,13,0,1,0,0,0,0,0,0,0,2,36,13,1
2016000133423,6,7321,49,0,0,0,0,1,0,0,0,0,10,98,49,1
2016000133633,6,7315,13,0,0,0,0,0,1,0,0,0,3,264,13,1
2016000133672,6,7312,11,0,1,0,0,0,0,0,0,0,1,102,11,1
2016000133689,6,7311,81,0,0,0,1,0,0,0,0,0,3,8,81,1
2016000133726,6,7309,11,0,0,0,0,0,1,0,0,0,4,401,11,1
2016000134548,6,7320,35,0,0,0,0,1,0,0,0,0,3,76,35,1
2016000134847,6,7317,14,0,0,1,0,0,0,0,0,0,2,233,14,1
2016000134912,6,7315,11,0,0,0,0,1,0,0,0,0,3,137,11,1
2016000134943,6,7307,25,0,1,0,0,0,0,0,0,0,2,84,25,1
2016000134984,6,7316,23,0,0,1,0,0,0,0,0,0,2,345,23,1
2016000135119,6,7304,11,1,0,0,0,0,0,0,0,0,1,24,11,1
2016000135315,6,7306,33,0,0,0,0,1,0,0,0,0,3,48,33,1
2016000135516,6,7309,14,0,0,0,0,0,1,0,0,0,4,158,14,1
2016000135710,6,7306,28,0,0,0,1,0,0,0,0,0,4,19,28,1
2016000135770,6,7302,13,0,1,0,0,0,0,0,0,0,1,63,13,1
2016000135799,6,7319,61,0,0,0,1,0,0,0,0,0,5,16,61,1
2016000136105,6,7310,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000136148,6,7317,33,0,1,0,0,0,0,0,0,0,2,96,33,1
2016000136300,6,7307,3,0,0,0,0,1,0,0,0,0,5,111,3,1
2016000136304,6,7314,37,1,0,0,0,0,0,0,0,0,1,15,37,1
2016000136422,6,7316,23,0,0,0,0,1,0,0,0,0,3,28,23,1
2016000136672,6,7302,13,0,0,0,0,1,0,0,0,0,6,93,13,1
2016000136892,6,7306,11,1,0,0,0,0,0,0,0,0,1,21,11,1
2016000136983,6,7313,17,0,0,0,0,0,0,0,1,0,4,89,17,1
2016000136987,6,7301,21,0,0,0,0,1,0,0,0,0,3,50,21,1
2016000137133,6,7319,10,0,0,0,0,1,0,0,0,0,3,116,10,1
2016000137452,6,7301,6,0,1,0,0,0,0,0,0,0,2,88,6,1
2016000137479,6,7307,80,1,0,0,0,0,0,0,0,0,1,15,80,1
2016000137695,6,7313,7,0,1,0,0,0,0,0,0,0,1,72,7,1
2016000137756,6,7314,19,0,0,0,0,0,1,0,0,0,4,181,19,1
2016000137855,6,7317,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000137872,6,7310,10,0,0,0,0,0,1,0,0,0,5,163,10,1
2016000138003,6,7301,11,0,1,0,0,0,0,0,0,0,2,124,11,1
2016000138436,6,7308,13,0,1,0,0,0,0,0,0,0,2,139,13,1
2016000138598,6,7318,14,0,0,0,0,1,0,0,0,0,4,25,14,1
2016000138626,6,7313,28,0,0,1,0,0,0,0,0,0,2,418,28,1
2016000138860,6,7302,13,0,0,0,0,0,0,1,0,0,2,27,13,1
2016000139125,6,7312,12,0,0,0,0,1,0,0,0,0,4,35,12,1
2016000139212,6,7307,10,0,0,0,0,1,0,0,0,0,3,37,10,1
2016000139452,6,7305,38,0,0,0,0,1,0,0,0,0,4,42,38,1
2016000139493,6,7322,11,0,0,0,0,1,0,0,0,0,3,81,11,1
2016000139610,6,7311,27,0,1,0,0,0,0,0,0,0,1,90,27,1
2016000139654,6,7305,22,0,0,0,0,1,0,0,0,0,3,143,22,1
2016000139837,6,7316,19,1,0,0,0,0,0,0,0,0,1,-6,19,1
2016000140089,6,7320,12,0,0,1,0,0,0,0,0,0,2,227,12,1
2016000140095,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000140122,6,7312,16,0,1,0,0,0,0,0,0,0,1,85,16,1
2016000140176,6,7312,13,0,0,0,0,1,0,0,0,0,3,105,13,1
2016000140224,6,7313,11,0,0,0,0,1,0,0,0,0,7,60,11,1
2016000140383,6,7315,13,0,0,0,0,1,0,0,0,0,3,27,13,1
2016000140431,6,7306,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000140441,6,7311,19,0,0,0,0,0,1,0,0,0,4,192,19,1
2016000140448,6,7316,25,0,0,0,0,1,0,0,0,0,5,91,25,1
2016000140664,6,7308,24,0,0,0,0,0,1,0,0,0,3,267,24,1
2016000140937,6,7315,21,1,0,0,0,0,0,0,0,0,2,20,21,1
2016000141527,6,7313,20,0,1,0,0,0,0,0,0,0,2,32,20,1
2016000141699,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000141797,6,7313,29,0,1,0,0,0,0,0,0,0,2,67,29,1
2016000141853,6,7320,32,0,1,0,0,0,0,0,0,0,1,53,32,1
2016000142372,6,7316,63,0,1,0,0,0,0,0,0,0,1,132,63,1
2016000142393,6,7308,15,0,0,0,0,1,0,0,0,0,5,143,15,1
2016000142737,6,7302,14,0,0,0,0,0,1,0,0,0,5,216,14,1
2016000143265,6,7313,13,0,0,0,0,1,0,0,0,0,4,41,13,1
2016000143350,6,7311,80,0,0,1,0,0,0,0,0,0,2,531,80,1
2016000143676,6,7318,8,0,0,0,0,1,0,0,0,0,7,123,8,1
2016000143760,6,7310,13,0,0,1,0,0,0,0,0,0,2,201,13,1
2016000143791,6,7316,23,0,0,0,0,0,0,1,0,0,1,131,23,1
2016000143792,6,7312,36,0,1,0,0,0,0,0,0,0,1,82,36,1
2016000143847,6,7301,15,0,0,0,0,1,0,0,0,0,8,79,15,1
2016000143856,6,7307,16,0,1,0,0,0,0,0,0,0,2,113,16,1
2016000143933,6,7312,30,0,1,0,0,0,0,0,0,0,2,89,30,1
2016000143943,6,7319,16,0,1,0,0,0,0,0,0,0,2,92,16,1
2016000143954,6,7304,21,0,0,1,0,0,0,0,0,0,2,616,21,1
2016000144050,6,7310,19,1,0,0,0,0,0,0,0,0,2,12,19,1
2016000144445,6,7321,13,0,0,0,1,0,0,0,0,0,3,13,13,1
2016000144594,6,7313,8,0,0,0,0,0,1,0,0,0,4,208,8,1
2016000144700,6,7309,66,0,1,0,0,0,0,0,0,0,1,48,66,1
2016000144779,6,7301,21,0,0,0,0,1,0,0,0,0,8,123,21,1
2016000144838,6,7301,62,0,0,0,0,0,0,0,1,0,4,164,62,1
2016000144913,6,7318,16,0,1,0,0,0,0,0,0,0,2,58,16,1
2016000145258,6,7318,29,0,0,0,0,1,0,0,0,0,7,59,29,1
2016000145373,6,7301,28,0,0,0,0,1,0,0,0,0,5,52,28,1
2016000145673,6,7304,13,0,1,0,0,0,0,0,0,0,1,32,13,1
2016000145819,6,7301,12,0,1,0,0,0,0,0,0,0,2,42,12,1
2016000145956,6,7308,14,0,0,1,0,0,0,0,0,0,2,531,14,1
2016000146086,6,7319,13,0,0,0,0,1,0,0,0,0,3,91,13,1
2016000146102,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000146404,6,7321,29,0,0,0,0,1,0,0,0,0,3,138,29,1
2016000146519,6,7317,7,0,0,0,1,0,0,0,0,0,3,19,7,1
2016000146527,6,7312,13,0,0,0,0,1,0,0,0,0,4,58,13,1
2016000146667,6,7310,14,0,1,0,0,0,0,0,0,0,2,34,14,1
2016000146766,6,7321,26,0,1,0,0,0,0,0,0,0,2,25,26,1
2016000146848,6,7317,12,0,0,0,0,0,1,0,0,0,5,170,12,1
2016000146917,6,7315,16,0,0,0,0,1,0,0,0,0,3,78,16,1
2016000147090,6,7310,15,0,0,0,0,0,1,0,0,0,3,213,15,1
2016000147155,6,7311,22,0,0,0,0,1,0,0,0,0,4,138,22,1
2016000147213,6,7303,13,0,0,0,0,1,0,0,0,0,4,98,13,1
2016000147328,6,7305,18,0,1,0,0,0,0,0,0,0,2,78,18,1
2016000147422,6,7319,14,0,0,0,1,0,0,0,0,0,3,21,14,1
2016000147434,6,7309,20,0,0,1,0,0,0,0,0,0,1,154,20,1
2016000147624,6,7313,18,0,0,0,0,1,0,0,0,0,3,34,18,1
2016000147680,6,7321,13,1,0,0,0,0,0,0,0,0,1,11,13,1
2016000147887,6,7320,11,0,1,0,0,0,0,0,0,0,2,98,11,1
2016000148199,6,7301,8,0,1,0,0,0,0,0,0,0,2,26,8,1
2016000148351,6,7322,35,0,0,0,0,1,0,0,0,0,3,41,35,1
2016000148650,6,7306,22,0,0,0,0,0,1,0,0,0,6,954,22,1
2016000148719,6,7301,31,0,1,0,0,0,0,0,0,0,2,37,31,1
2016000148806,6,7321,36,0,0,0,1,0,0,0,0,0,4,18,36,1
2016000148947,6,7309,15,0,0,0,0,1,0,0,0,0,3,30,15,1
2016000149695,6,7302,14,0,1,0,0,0,0,0,0,0,2,34,14,1
2016000149929,6,7308,23,0,1,0,0,0,0,0,0,0,2,72,23,1
2016000149984,6,7312,13,0,0,0,1,0,0,0,0,0,4,10,13,1
2016000149985,6,7305,30,0,0,0,0,0,1,0,0,0,4,260,30,1
2016000149997,6,7312,20,0,1,0,0,0,0,0,0,0,1,63,20,1
2016000150254,6,7308,15,0,1,0,0,0,0,0,0,0,2,101,15,1
2016000150440,6,7319,22,0,0,0,0,1,0,0,0,0,4,127,22,1
2016000150593,6,7310,23,1,0,0,0,0,0,0,0,0,1,13,23,1
2016000150942,6,7308,17,0,0,0,0,0,1,0,0,0,4,200,17,1
2016000151018,6,7313,13,0,0,0,0,1,0,0,0,0,5,39,13,1
2016000151177,6,7307,21,0,0,0,0,0,1,0,0,0,4,204,21,1
2016000151332,6,7314,12,0,0,1,0,0,0,0,0,0,2,298,12,1
2016000151464,6,7315,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000151601,6,7310,7,0,1,0,0,0,0,0,0,0,2,65,7,1
2016000151603,6,7313,19,1,0,0,0,0,0,0,0,0,1,0,19,1
2016000151616,6,7313,15,0,0,0,0,1,0,0,0,0,5,68,15,1
2016000151770,6,7310,19,0,0,1,0,0,0,0,0,0,2,249,19,1
2016000151917,6,7316,68,0,1,0,0,0,0,0,0,0,1,42,68,1
2016000151955,6,7303,72,0,0,0,0,1,0,0,0,0,3,110,72,1
2016000152256,6,7317,13,0,0,0,1,0,0,0,0,0,5,7,13,1
2016000152298,6,7317,33,0,1,0,0,0,0,0,0,0,1,84,33,1
2016000152440,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2016000152573,6,7314,21,0,0,0,0,1,0,0,0,0,3,92,21,1
2016000153150,6,7313,25,0,0,0,1,0,0,0,0,0,4,25,25,1
2016000153262,6,7321,14,0,0,1,0,0,0,0,0,0,2,162,14,1
2016000153341,6,7308,23,0,0,0,0,1,0,0,0,0,4,137,23,1
2016000153381,6,7315,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2016000153483,6,7301,32,0,1,0,0,0,0,0,0,0,1,105,32,1
2016000153741,6,7312,14,0,1,0,0,0,0,0,0,0,2,117,14,1
2016000153798,6,7317,7,0,1,0,0,0,0,0,0,0,2,34,7,1
2016000153906,6,7302,2,0,1,0,0,0,0,0,0,0,2,50,2,1
2016000153922,6,7321,16,1,0,0,0,0,0,0,0,0,1,0,16,1
2016000154078,6,7307,13,0,1,0,0,0,0,0,0,0,2,53,13,1
2016000154167,6,7321,36,1,0,0,0,0,0,0,0,0,2,11,36,1
2016000154351,6,7314,36,0,1,0,0,0,0,0,0,0,1,36,36,1
2016000154459,6,7302,3,1,0,0,0,0,0,0,0,0,2,0,3,1
2016000154660,6,7313,12,0,1,0,0,0,0,0,0,0,1,98,12,1
