SERIALNO,ST,PUMA,WGTP,Sm_Lo,Sm_Md,Sm_Hi,Lg_Lo,Lg_Md,Lg_Hi,Mil_Sm,Mil_Lg,ColDorm,Pers,IncK,Weight,hh
2014000348938,6,7320,27,0,1,0,0,0,0,0,0,0,1,32,27,1
2014000349505,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000349654,6,7318,24,0,0,0,0,1,0,0,0,0,5,138,24,1
2014000349836,6,7315,44,0,0,0,1,0,0,0,0,0,3,0,44,1
2014000349871,6,7312,7,0,0,0,0,0,0,0,1,0,5,86,7,1
2014000349918,6,7314,20,0,1,0,0,0,0,0,0,0,1,86,20,1
2014000350208,6,7318,46,1,0,0,0,0,0,0,0,0,1,5,46,1
2014000350215,6,7321,10,0,1,0,0,0,0,0,0,0,1,66,10,1
2014000350360,6,7306,11,0,1,0,0,0,0,0,0,0,2,73,11,1
2014000350590,6,7310,17,0,1,0,0,0,0,0,0,0,2,50,17,1
2014000350686,6,7321,12,0,0,0,0,1,0,0,0,0,3,81,12,1
2014000350796,6,7310,13,0,1,0,0,0,0,0,0,0,1,57,13,1
2014000350827,6,7310,13,0,1,0,0,0,0,0,0,0,1,112,13,1
2014000350953,6,7315,23,0,1,0,0,0,0,0,0,0,2,47,23,1
2014000351036,6,7310,13,0,0,0,0,1,0,0,0,0,3,90,13,1
2014000351091,6,7301,11,0,1,0,0,0,0,0,0,0,2,27,11,1
2014000351258,6,7312,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000351433,6,7310,19,0,1,0,0,0,0,0,0,0,2,56,19,1
2014000351686,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000351819,6,7306,50,0,0,0,0,1,0,0,0,0,3,32,50,1
2014000352166,6,7316,20,0,1,0,0,0,0,0,0,0,1,39,20,1
2014000352248,6,7309,23,0,0,0,0,1,0,0,0,0,4,145,23,1
2014000352499,6,7319,32,0,0,0,1,0,0,0,0,0,5,16,32,1
2014000352555,6,7303,11,0,1,0,0,0,0,0,0,0,1,50,11,1
2014000352632,6,7306,70,0,1,0,0,0,0,0,0,0,2,36,70,1
2014000352666,6,7303,17,0,0,0,0,1,0,0,0,0,3,28,17,1
2014000352779,6,7316,13,0,0,1,0,0,0,0,0,0,2,209,13,1
2014000352959,6,7322,24,0,0,0,1,0,0,0,0,0,3,13,24,1
2014000352988,6,7313,21,0,1,0,0,0,0,0,0,0,2,59,21,1
2014000353221,6,7309,22,0,1,0,0,0,0,0,0,0,2,96,22,1
2014000353492,6,7306,25,0,0,0,0,1,0,0,0,0,4,116,25,1
2014000353555,6,7322,32,0,0,0,0,1,0,0,0,0,5,43,32,1
2014000353607,6,7313,14,0,0,0,0,1,0,0,0,0,5,57,14,1
2014000353745,6,7302,2,0,1,0,0,0,0,0,0,0,1,125,2,1
2014000353844,6,7313,15,1,0,0,0,0,0,0,0,0,2,11,15,1
2014000353971,6,7301,13,1,0,0,0,0,0,0,0,0,1,22,13,1
2014000354077,6,7321,23,1,0,0,0,0,0,0,0,0,2,0,23,1
2014000354146,6,7301,13,0,0,1,0,0,0,0,0,0,2,212,13,1
2014000354340,6,7318,13,0,1,0,0,0,0,0,0,0,2,107,13,1
2014000354434,6,7305,14,0,0,0,0,1,0,0,0,0,3,82,14,1
2014000354500,6,7310,68,0,0,1,0,0,0,0,0,0,1,364,68,1
2014000354529,6,7307,64,0,0,0,0,1,0,0,0,0,3,43,64,1
2014000354605,6,7301,12,0,1,0,0,0,0,0,0,0,2,70,12,1
2014000354641,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000354649,6,7301,14,0,0,0,0,1,0,0,0,0,4,140,14,1
2014000354656,6,7315,15,0,1,0,0,0,0,0,0,0,1,36,15,1
2014000354723,6,7310,55,0,1,0,0,0,0,0,0,0,1,27,55,1
2014000354739,6,7320,33,0,0,0,0,1,0,0,0,0,3,148,33,1
2014000354893,6,7321,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000354974,6,7313,8,0,1,0,0,0,0,0,0,0,2,34,8,1
2014000355085,6,7308,15,0,1,0,0,0,0,0,0,0,2,67,15,1
2014000355283,6,7301,21,0,1,0,0,0,0,0,0,0,1,57,21,1
2014000355345,6,7316,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000355436,6,7316,21,0,0,0,0,1,0,0,0,0,3,141,21,1
2014000355444,6,7319,7,0,0,0,0,0,1,0,0,0,3,219,7,1
2014000355620,6,7315,25,0,0,0,0,1,0,0,0,0,3,73,25,1
2014000355898,6,7318,35,0,0,0,0,1,0,0,0,0,4,89,35,1
2014000356011,6,7321,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000356037,6,7319,46,0,0,0,1,0,0,0,0,0,3,3,46,1
2014000356165,6,7317,11,0,1,0,0,0,0,0,0,0,2,55,11,1
2014000356199,6,7313,19,0,0,0,0,1,0,0,0,0,3,119,19,1
2014000356267,6,7306,15,0,0,0,0,1,0,0,0,0,4,90,15,1
2014000356378,6,7307,19,0,0,0,0,1,0,0,0,0,6,133,19,1
2014000356512,6,7320,27,0,0,0,0,1,0,0,0,0,3,102,27,1
2014000356589,6,7304,24,0,0,0,0,0,1,0,0,0,3,214,24,1
2014000356616,6,7315,21,0,1,0,0,0,0,0,0,0,2,57,21,1
2014000356809,6,7320,65,0,0,0,0,1,0,0,0,0,4,37,65,1
2014000356888,6,7316,12,1,0,0,0,0,0,0,0,0,1,25,12,1
2014000357060,6,7321,29,1,0,0,0,0,0,0,0,0,2,18,29,1
2014000357115,6,7310,13,0,1,0,0,0,0,0,0,0,2,110,13,1
2014000357180,6,7320,24,0,0,0,0,0,0,0,1,0,4,99,24,1
2014000357567,6,7317,16,0,1,0,0,0,0,0,0,0,2,104,16,1
2014000357697,6,7319,21,0,1,0,0,0,0,0,0,0,2,94,21,1
2014000357892,6,7318,11,1,0,0,0,0,0,0,0,0,2,20,11,1
2014000358070,6,7318,11,1,0,0,0,0,0,0,0,0,1,16,11,1
2014000358091,6,7315,12,0,0,0,0,0,0,0,1,0,3,56,12,1
2014000358352,6,7310,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000358533,6,7308,20,0,0,0,0,1,0,0,0,0,4,134,20,1
2014000359423,6,7308,62,0,0,0,0,1,0,0,0,0,3,49,62,1
2014000359490,6,7310,22,0,0,1,0,0,0,0,0,0,2,255,22,1
2014000359607,6,7320,62,0,0,0,0,0,1,0,0,0,4,191,62,1
2014000359738,6,7321,41,0,1,0,0,0,0,0,0,0,1,43,41,1
2014000360000,6,7310,14,0,1,0,0,0,0,0,0,0,1,55,14,1
2014000360228,6,7314,14,0,1,0,0,0,0,0,0,0,2,81,14,1
2014000360377,6,7301,22,0,1,0,0,0,0,0,0,0,2,141,22,1
2014000360382,6,7315,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2014000360447,6,7317,13,0,1,0,0,0,0,0,0,0,2,45,13,1
2014000360617,6,7313,8,0,0,0,0,1,0,0,0,0,3,82,8,1
2014000360724,6,7316,10,0,0,1,0,0,0,0,0,0,1,487,10,1
2014000360758,6,7310,13,0,1,0,0,0,0,0,0,0,2,147,13,1
2014000360759,6,7301,7,0,0,0,0,1,0,0,0,0,3,83,7,1
2014000360912,6,7319,10,0,0,0,0,1,0,0,0,0,4,46,10,1
2014000361118,6,7308,58,0,0,0,0,1,0,0,0,0,4,107,58,1
2014000361324,6,7303,14,0,1,0,0,0,0,0,0,0,2,48,14,1
2014000361367,6,7306,7,1,0,0,0,0,0,0,0,0,1,22,7,1
2014000361595,6,7308,21,0,0,0,0,0,1,0,0,0,3,156,21,1
2014000361683,6,7316,71,0,0,0,1,0,0,0,0,0,4,17,71,1
2014000361764,6,7309,16,0,1,0,0,0,0,0,0,0,2,139,16,1
2014000361959,6,7310,8,0,1,0,0,0,0,0,0,0,1,44,8,1
2014000362131,6,7315,13,0,0,0,0,0,1,0,0,0,5,155,13,1
2014000362481,6,7322,8,0,0,0,0,1,0,0,0,0,4,31,8,1
2014000362558,6,7314,14,0,1,0,0,0,0,0,0,0,2,60,14,1
2014000362590,6,7316,13,0,0,0,0,1,0,0,0,0,4,92,13,1
2014000362811,6,7301,13,1,0,0,0,0,0,0,0,0,2,11,13,1
2014000362909,6,7314,29,1,0,0,0,0,0,0,0,0,2,0,29,1
2014000363048,6,7315,12,0,1,0,0,0,0,0,0,0,2,44,12,1
2014000363137,6,7322,12,0,0,0,0,0,0,0,1,0,6,158,12,1
2014000363282,6,7307,14,1,0,0,0,0,0,0,0,0,2,21,14,1
2014000363293,6,7303,22,0,0,0,0,1,0,0,0,0,5,43,22,1
2014000363327,6,7305,11,0,0,0,0,1,0,0,0,0,4,80,11,1
2014000363571,6,7307,10,0,1,0,0,0,0,0,0,0,2,36,10,1
2014000363578,6,7305,20,1,0,0,0,0,0,0,0,0,2,5,20,1
2014000363662,6,7319,13,0,1,0,0,0,0,0,0,0,2,73,13,1
2014000363700,6,7322,10,0,0,0,0,1,0,0,0,0,3,38,10,1
2014000363748,6,7305,52,0,0,0,0,1,0,0,0,0,9,148,52,1
2014000363839,6,7311,11,0,0,0,0,0,1,0,0,0,4,151,11,1
2014000363902,6,7315,12,0,1,0,0,0,0,0,0,0,1,75,12,1
2014000363980,6,7309,14,0,0,0,0,0,1,0,0,0,4,156,14,1
2014000364175,6,7318,13,0,0,0,0,1,0,0,0,0,5,64,13,1
2014000364629,6,7316,19,0,0,0,1,0,0,0,0,0,3,14,19,1
2014000364735,6,7311,22,0,0,0,0,1,0,0,0,0,3,148,22,1
2014000364761,6,7311,8,0,0,0,0,1,0,0,0,0,4,95,8,1
2014000364769,6,7311,37,0,0,0,0,0,1,0,0,0,3,668,37,1
2014000364853,6,7310,53,0,1,0,0,0,0,0,0,0,2,48,53,1
2014000364858,6,7314,14,0,0,0,0,1,0,0,0,0,5,84,14,1
2014000364981,6,7304,15,0,1,0,0,0,0,0,0,0,1,77,15,1
2014000365023,6,7310,18,0,1,0,0,0,0,0,0,0,2,112,18,1
2014000365152,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000365248,6,7321,14,0,1,0,0,0,0,0,0,0,1,43,14,1
2014000365369,6,7317,12,1,0,0,0,0,0,0,0,0,1,13,12,1
2014000365520,6,7317,0,0,0,0,0,0,0,0,0,1,1,0,20,1
2014000365883,6,7309,15,0,0,0,0,0,1,0,0,0,4,195,15,1
2014000366120,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000366140,6,7302,69,0,0,0,0,1,0,0,0,0,5,42,69,1
2014000366316,6,7317,11,0,0,0,0,1,0,0,0,0,4,54,11,1
2014000366349,6,7320,15,0,0,0,0,0,1,0,0,0,3,228,15,1
2014000366641,6,7303,12,0,0,0,0,0,0,0,1,0,3,184,12,1
2014000366881,6,7308,41,0,1,0,0,0,0,0,0,0,2,121,41,1
2014000367146,6,7313,9,0,0,1,0,0,0,0,0,0,2,262,9,1
2014000367231,6,7322,21,1,0,0,0,0,0,0,0,0,1,0,21,1
2014000367499,6,7310,22,0,1,0,0,0,0,0,0,0,2,124,22,1
2014000367650,6,7306,13,0,1,0,0,0,0,0,0,0,1,58,13,1
2014000367658,6,7306,14,0,0,0,0,0,1,0,0,0,3,165,14,1
2014000367691,6,7309,12,0,1,0,0,0,0,0,0,0,2,109,12,1
2014000368067,6,7318,7,0,0,0,0,0,0,0,1,0,4,29,7,1
2014000368320,6,7305,79,0,0,0,0,1,0,0,0,0,4,107,79,1
2014000368417,6,7308,13,0,0,0,0,1,0,0,0,0,5,88,13,1
2014000368502,6,7302,13,0,0,0,0,1,0,0,0,0,3,41,13,1
2014000368537,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000368571,6,7312,35,0,0,0,0,1,0,0,0,0,4,86,35,1
2014000368931,6,7315,24,1,0,0,0,0,0,0,0,0,2,24,24,1
2014000368946,6,7312,11,0,1,0,0,0,0,0,0,0,2,50,11,1
2014000369118,6,7310,15,0,0,0,0,0,1,0,0,0,4,278,15,1
2014000369163,6,7315,12,0,0,0,0,1,0,0,0,0,3,105,12,1
2014000369212,6,7319,14,0,0,0,0,1,0,0,0,0,6,87,14,1
2014000369341,6,7316,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000369395,6,7321,35,0,0,0,1,0,0,0,0,0,4,21,35,1
2014000369499,6,7317,23,0,1,0,0,0,0,0,0,0,1,69,23,1
2014000369643,6,7308,11,1,0,0,0,0,0,0,0,0,2,0,11,1
2014000369720,6,7314,12,0,1,0,0,0,0,0,0,0,2,147,12,1
2014000370089,6,7316,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000370466,6,7302,19,0,0,0,0,1,0,0,0,0,5,27,19,1
2014000370875,6,7310,18,0,1,0,0,0,0,0,0,0,2,28,18,1
2014000371003,6,7312,12,0,0,0,0,1,0,0,0,0,4,119,12,1
2014000371072,6,7318,14,0,0,0,1,0,0,0,0,0,5,21,14,1
2014000371405,6,7301,65,0,1,0,0,0,0,0,0,0,2,44,65,1
2014000371703,6,7315,15,0,0,0,0,1,0,0,0,0,4,86,15,1
2014000371983,6,7313,13,0,1,0,0,0,0,0,0,0,1,48,13,1
2014000372431,6,7321,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000372459,6,7308,22,0,0,0,0,0,1,0,0,0,4,203,22,1
2014000372570,6,7308,14,0,1,0,0,0,0,0,0,0,2,113,14,1
2014000372637,6,7311,9,0,0,1,0,0,0,0,0,0,2,343,9,1
2014000372852,6,7314,26,0,0,1,0,0,0,0,0,0,1,158,26,1
2014000372899,6,7306,8,0,1,0,0,0,0,0,0,0,2,63,8,1
2014000372953,6,7314,14,0,1,0,0,0,0,0,0,0,2,46,14,1
2014000373004,6,7307,13,0,0,0,0,1,0,0,0,0,4,110,13,1
2014000373060,6,7316,21,1,0,0,0,0,0,0,0,0,1,20,21,1
2014000373293,6,7319,26,0,1,0,0,0,0,0,0,0,1,30,26,1
2014000373381,6,7316,33,0,1,0,0,0,0,0,0,0,1,71,33,1
2014000373382,6,7317,16,0,0,0,0,1,0,0,0,0,3,32,16,1
2014000373651,6,7320,39,0,1,0,0,0,0,0,0,0,1,55,39,1
2014000373692,6,7312,11,0,0,0,0,1,0,0,0,0,3,124,11,1
2014000373721,6,7301,22,0,1,0,0,0,0,0,0,0,2,55,22,1
2014000373812,6,7313,11,0,0,1,0,0,0,0,0,0,2,411,11,1
2014000373925,6,7305,12,1,0,0,0,0,0,0,0,0,2,22,12,1
2014000374017,6,7318,13,1,0,0,0,0,0,0,0,0,1,21,13,1
2014000374260,6,7309,19,0,0,0,0,0,1,0,0,0,3,238,19,1
2014000374761,6,7305,36,1,0,0,0,0,0,0,0,0,1,9,36,1
2014000374827,6,7306,13,0,1,0,0,0,0,0,0,0,2,116,13,1
2014000375020,6,7309,9,0,0,1,0,0,0,0,0,0,2,161,9,1
2014000375030,6,7314,12,0,1,0,0,0,0,0,0,0,1,55,12,1
2014000375272,6,7319,11,0,0,0,0,1,0,0,0,0,6,38,11,1
2014000375418,6,7308,11,0,0,1,0,0,0,0,0,0,2,487,11,1
2014000375504,6,7321,26,1,0,0,0,0,0,0,0,0,1,8,26,1
2014000375803,6,7321,15,0,1,0,0,0,0,0,0,0,1,77,15,1
2014000375844,6,7310,21,0,1,0,0,0,0,0,0,0,1,80,21,1
2014000376054,6,7301,8,0,0,0,0,1,0,0,0,0,3,60,8,1
2014000376172,6,7320,13,0,1,0,0,0,0,0,0,0,2,102,13,1
2014000376219,6,7303,15,0,1,0,0,0,0,0,0,0,2,137,15,1
2014000376248,6,7311,35,0,0,1,0,0,0,0,0,0,2,282,35,1
2014000376489,6,7302,8,0,0,0,0,0,1,0,0,0,8,161,8,1
2014000376738,6,7305,24,0,1,0,0,0,0,0,0,0,2,136,24,1
2014000376772,6,7313,7,0,1,0,0,0,0,0,0,0,2,129,7,1
2014000376786,6,7320,58,0,0,0,0,0,0,0,1,0,7,100,58,1
2014000376864,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000376904,6,7310,59,0,1,0,0,0,0,0,0,0,2,84,59,1
2014000376984,6,7313,25,0,0,0,0,1,0,0,0,0,4,67,25,1
2014000377135,6,7316,12,0,1,0,0,0,0,0,0,0,1,72,12,1
2014000377191,6,7309,12,1,0,0,0,0,0,0,0,0,1,16,12,1
2014000377674,6,7312,175,0,1,0,0,0,0,0,0,0,1,139,175,1
2014000377729,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000377759,6,7319,49,0,0,0,0,0,1,0,0,0,4,193,49,1
2014000377950,6,7320,33,0,0,0,0,0,1,0,0,0,5,179,33,1
2014000378061,6,7322,10,0,0,0,0,1,0,0,0,0,4,30,10,1
2014000378309,6,7322,11,1,0,0,0,0,0,0,0,0,1,7,11,1
2014000378506,6,7306,14,0,0,0,0,0,1,0,0,0,5,256,14,1
2014000378525,6,7318,12,0,1,0,0,0,0,0,0,0,1,43,12,1
2014000378557,6,7305,19,0,1,0,0,0,0,0,0,0,1,76,19,1
2014000378815,6,7310,13,0,0,1,0,0,0,0,0,0,2,626,13,1
2014000378961,6,7314,23,0,1,0,0,0,0,0,0,0,2,95,23,1
2014000379416,6,7319,42,0,1,0,0,0,0,0,0,0,1,35,42,1
2014000379532,6,7318,13,0,0,0,0,1,0,0,0,0,4,47,13,1
2014000379550,6,7318,12,0,0,0,0,1,0,0,0,0,4,29,12,1
2014000379799,6,7310,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000379959,6,7309,34,0,0,0,0,1,0,0,0,0,3,119,34,1
2014000379978,6,7308,14,0,1,0,0,0,0,0,0,0,2,86,14,1
2014000380077,6,7318,11,0,1,0,0,0,0,0,0,0,2,49,11,1
2014000380961,6,7309,19,0,1,0,0,0,0,0,0,0,2,109,19,1
2014000381114,6,7305,25,0,1,0,0,0,0,0,0,0,2,97,25,1
2014000381253,6,7322,20,0,1,0,0,0,0,0,0,0,2,124,20,1
2014000381292,6,7310,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000381302,6,7320,22,0,0,0,0,1,0,0,0,0,5,116,22,1
2014000381440,6,7307,13,0,0,0,0,0,1,0,0,0,4,278,13,1
2014000381552,6,7311,35,0,0,0,0,0,1,0,0,0,4,162,35,1
2014000381593,6,7301,18,0,1,0,0,0,0,0,0,0,2,35,18,1
2014000382229,6,7301,14,0,0,0,0,0,1,0,0,0,7,224,14,1
2014000382251,6,7308,12,0,1,0,0,0,0,0,0,0,1,42,12,1
2014000382290,6,7304,22,0,1,0,0,0,0,0,0,0,1,31,22,1
2014000382431,6,7319,13,1,0,0,0,0,0,0,0,0,2,21,13,1
2014000382522,6,7302,19,0,1,0,0,0,0,0,0,0,2,98,19,1
2014000382688,6,7317,14,0,1,0,0,0,0,0,0,0,2,32,14,1
2014000382792,6,7307,15,0,1,0,0,0,0,0,0,0,2,102,15,1
2014000382950,6,7313,20,0,0,0,0,1,0,0,0,0,4,50,20,1
2014000382993,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000383146,6,7315,9,0,1,0,0,0,0,0,0,0,2,64,9,1
2014000383396,6,7306,12,0,1,0,0,0,0,0,0,0,2,33,12,1
2014000383567,6,7317,14,0,1,0,0,0,0,0,0,0,2,80,14,1
2014000383686,6,7308,23,0,0,1,0,0,0,0,0,0,2,258,23,1
2014000383796,6,7304,15,0,1,0,0,0,0,0,0,0,1,49,15,1
2014000383873,6,7303,6,0,0,0,0,0,0,0,1,0,3,32,6,1
2014000383875,6,7321,39,0,0,0,0,1,0,0,0,0,5,76,39,1
2014000384146,6,7306,13,0,0,0,0,0,1,0,0,0,6,173,13,1
2014000384163,6,7309,13,0,1,0,0,0,0,0,0,0,2,74,13,1
2014000384191,6,7322,14,0,0,1,0,0,0,0,0,0,2,219,14,1
2014000384309,6,7307,14,0,1,0,0,0,0,0,0,0,2,48,14,1
2014000384633,6,7316,40,0,1,0,0,0,0,0,0,0,2,109,40,1
2014000384760,6,7318,12,0,0,0,0,1,0,0,0,0,3,28,12,1
2014000384867,6,7314,22,0,1,0,0,0,0,0,0,0,2,58,22,1
2014000384967,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000385199,6,7319,22,0,1,0,0,0,0,0,0,0,2,80,22,1
2014000385272,6,7321,47,1,0,0,0,0,0,0,0,0,1,19,47,1
2014000385288,6,7321,9,0,0,0,0,1,0,0,0,0,5,74,9,1
2014000385322,6,7315,36,1,0,0,0,0,0,0,0,0,1,13,36,1
2014000385365,6,7317,22,0,0,1,0,0,0,0,0,0,2,194,22,1
2014000385567,6,7311,8,0,1,0,0,0,0,0,0,0,2,36,8,1
2014000385586,6,7322,11,1,0,0,0,0,0,0,0,0,1,19,11,1
2014000385645,6,7321,12,0,0,0,0,1,0,0,0,0,4,63,12,1
2014000385825,6,7314,13,0,0,0,0,0,1,0,0,0,4,410,13,1
2014000386263,6,7316,22,0,0,0,0,1,0,0,0,0,3,115,22,1
2014000386448,6,7316,41,0,0,0,0,0,1,0,0,0,3,159,41,1
2014000386481,6,7303,32,0,0,0,0,1,0,0,0,0,4,56,32,1
2014000386673,6,7304,21,0,0,0,0,1,0,0,0,0,3,99,21,1
2014000386691,6,7320,71,0,0,0,0,0,1,0,0,0,5,200,71,1
2014000386850,6,7301,13,0,0,0,0,1,0,0,0,0,3,107,13,1
2014000386894,6,7321,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000386981,6,7322,25,0,0,0,1,0,0,0,0,0,6,17,25,1
2014000387001,6,7314,13,0,1,0,0,0,0,0,0,0,1,55,13,1
2014000387081,6,7315,70,0,0,0,0,1,0,0,0,0,3,41,70,1
2014000387114,6,7319,11,0,0,0,0,1,0,0,0,0,3,72,11,1
2014000387120,6,7301,12,0,1,0,0,0,0,0,0,0,1,41,12,1
2014000387270,6,7303,15,1,0,0,0,0,0,0,0,0,1,20,15,1
2014000387322,6,7304,40,0,1,0,0,0,0,0,0,0,2,108,40,1
2014000387470,6,7307,17,0,1,0,0,0,0,0,0,0,1,44,17,1
2014000387738,6,7307,21,1,0,0,0,0,0,0,0,0,2,21,21,1
2014000387881,6,7317,26,0,0,1,0,0,0,0,0,0,2,193,26,1
2014000387973,6,7315,16,0,1,0,0,0,0,0,0,0,1,33,16,1
2014000388020,6,7321,7,0,0,0,0,1,0,0,0,0,3,81,7,1
2014000388058,6,7310,14,0,1,0,0,0,0,0,0,0,1,88,14,1
2014000388085,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000388258,6,7311,22,0,0,0,0,0,1,0,0,0,4,177,22,1
2014000388304,6,7319,13,0,0,0,0,1,0,0,0,0,3,101,13,1
2014000388495,6,7322,13,0,0,0,0,1,0,0,0,0,4,59,13,1
2014000388583,6,7314,10,0,1,0,0,0,0,0,0,0,2,62,10,1
2014000389085,6,7319,25,0,1,0,0,0,0,0,0,0,2,111,25,1
2014000389452,6,7304,25,0,0,1,0,0,0,0,0,0,2,166,25,1
2014000389539,6,7317,14,0,1,0,0,0,0,0,0,0,1,37,14,1
2014000389670,6,7319,12,0,0,0,0,1,0,0,0,0,3,100,12,1
2014000389690,6,7313,8,0,0,1,0,0,0,0,0,0,2,263,8,1
2014000389722,6,7307,57,0,0,0,1,0,0,0,0,0,5,13,57,1
2014000389868,6,7314,13,0,0,0,0,0,1,0,0,0,4,155,13,1
2014000389965,6,7316,23,0,0,0,1,0,0,0,0,0,3,23,23,1
2014000390083,6,7301,18,0,1,0,0,0,0,0,0,0,2,50,18,1
2014000390093,6,7317,14,0,1,0,0,0,0,0,0,0,1,42,14,1
2014000390270,6,7318,12,0,0,0,0,1,0,0,0,0,3,110,12,1
2014000390333,6,7318,10,0,0,0,0,1,0,0,0,0,6,50,10,1
2014000390951,6,7305,18,0,1,0,0,0,0,0,0,0,2,134,18,1
2014000391430,6,7322,60,0,1,0,0,0,0,0,0,0,2,86,60,1
2014000391490,6,7310,30,1,0,0,0,0,0,0,0,0,1,0,30,1
2014000391853,6,7307,62,0,1,0,0,0,0,0,0,0,2,81,62,1
2014000392026,6,7303,14,0,0,0,0,1,0,0,0,0,5,104,14,1
2014000392031,6,7311,8,0,0,1,0,0,0,0,0,0,2,216,8,1
2014000392163,6,7315,12,0,0,0,0,0,0,1,0,0,2,64,12,1
2014000392385,6,7312,50,0,0,0,0,0,1,0,0,0,6,190,50,1
2014000392391,6,7314,44,0,1,0,0,0,0,0,0,0,2,65,44,1
2014000392407,6,7307,3,0,0,0,0,1,0,0,0,0,6,77,3,1
2014000392617,6,7319,22,0,0,0,0,0,1,0,0,0,5,444,22,1
2014000393046,6,7320,10,0,0,0,0,1,0,0,0,0,5,130,10,1
2014000393258,6,7302,13,0,1,0,0,0,0,0,0,0,2,69,13,1
2014000393260,6,7321,8,1,0,0,0,0,0,0,0,0,1,12,8,1
2014000393313,6,7312,19,0,1,0,0,0,0,0,0,0,2,80,19,1
2014000393643,6,7321,29,0,0,0,0,1,0,0,0,0,5,39,29,1
2014000393698,6,7313,25,0,0,0,1,0,0,0,0,0,3,19,25,1
2014000393793,6,7319,30,0,1,0,0,0,0,0,0,0,2,86,30,1
2014000393904,6,7313,35,0,0,0,1,0,0,0,0,0,4,10,35,1
2014000394005,6,7313,69,0,0,0,0,1,0,0,0,0,3,140,69,1
2014000394397,6,7305,22,1,0,0,0,0,0,0,0,0,1,11,22,1
2014000394409,6,7315,25,0,0,0,0,1,0,0,0,0,3,137,25,1
2014000394551,6,7311,22,0,1,0,0,0,0,0,0,0,2,84,22,1
2014000394555,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000394908,6,7301,12,0,1,0,0,0,0,0,0,0,2,77,12,1
2014000394934,6,7313,12,0,1,0,0,0,0,0,0,0,2,149,12,1
2014000394984,6,7301,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000395507,6,7321,7,0,1,0,0,0,0,0,0,0,1,54,7,1
2014000395590,6,7312,44,0,0,0,0,0,1,0,0,0,3,229,44,1
2014000395764,6,7310,22,0,1,0,0,0,0,0,0,0,1,65,22,1
2014000395791,6,7319,24,0,1,0,0,0,0,0,0,0,2,45,24,1
2014000395881,6,7317,21,0,0,0,1,0,0,0,0,0,3,18,21,1
2014000396103,6,7317,21,0,0,0,0,0,0,0,1,0,5,25,21,1
2014000396147,6,7310,9,0,1,0,0,0,0,0,0,0,2,51,9,1
2014000396475,6,7301,23,0,0,1,0,0,0,0,0,0,2,201,23,1
2014000396505,6,7316,10,0,1,0,0,0,0,0,0,0,1,29,10,1
2014000396588,6,7310,0,0,0,0,0,0,0,1,0,0,1,0,20,1
2014000396647,6,7301,12,0,0,0,0,1,0,0,0,0,4,86,12,1
2014000396884,6,7306,9,1,0,0,0,0,0,0,0,0,1,15,9,1
2014000396931,6,7316,20,0,0,1,0,0,0,0,0,0,2,162,20,1
2014000397146,6,7301,20,1,0,0,0,0,0,0,0,0,2,10,20,1
2014000397179,6,7310,21,0,1,0,0,0,0,0,0,0,1,26,21,1
2014000397851,6,7306,45,0,0,0,0,0,1,0,0,0,5,171,45,1
2014000397900,6,7316,11,0,1,0,0,0,0,0,0,0,2,108,11,1
2014000397918,6,7320,13,0,0,0,0,1,0,0,0,0,4,57,13,1
2014000397962,6,7301,23,0,0,0,0,1,0,0,0,0,3,91,23,1
2014000398077,6,7306,8,0,0,0,0,0,1,0,0,0,4,230,8,1
2014000398194,6,7322,30,0,0,0,1,0,0,0,0,0,4,13,30,1
2014000398319,6,7313,26,0,0,0,0,0,0,0,1,0,3,68,26,1
2014000398368,6,7313,23,1,0,0,0,0,0,0,0,0,1,11,23,1
2014000398408,6,7321,12,0,1,0,0,0,0,0,0,0,2,94,12,1
