TAZ,UnitCount,hh,Sm_Lo,Lg_Lo,Sm_Md,Lg_Md,Sm_Hi,Lg_Hi,Mil_Sm,Mil_Lg,ColDorm,TAZorLUZ
13973,60.313610077,60.313610077,0.108291708,0.077395968,3.093804359,14.986256599,12.098173141,27.721981049,0.494049877,1.733657002,0,TAZ
13974,122.014099121,122.014099121,0.188921914,0.135021165,4.703243732,27.670080185,25.546884537,59.378757477,0.895021737,3.496163368,0,TAZ
13975,123.872795105,123.872795105,0.807721078,0.189542383,7.300471306,30.55357933,24.391359329,55.551849365,1.171356797,3.906912565,0,TAZ
13976,2.276062012,2.276062012,6.64951926E-13,1.62138979E-13,0.036806565,0.381321281,0.548230886,1.229063988,0.011611896,0.069027469,0,TAZ
13977,15.39209938,15.39209938,0.031648614,0.022619231,0.438661635,3.178323269,3.333699465,7.839831829,0.105349451,0.441965699,0,TAZ
13978,15.39209938,15.39209938,0.031648614,0.022619231,0.438661635,3.178323269,3.333699465,7.839831829,0.105349451,0.441965699,0,TAZ
13979,15.39209938,15.39209938,0.031648614,0.022619231,0.438661635,3.178323269,3.333699465,7.839831829,0.105349451,0.441965699,0,TAZ
13980,97.922515869,97.922515869,0.031648614,0.022619231,10.076599121,57.206344604,9.812116623,8.526296616,2.847511053,9.399381638,0,TAZ
13981,17.721105576,17.721105576,0.421508014,0.301250756,1.613621116,3.394037485,3.369952679,7.840569973,0.277720183,0.502444923,0,TAZ
13982,47.919071198,47.919071198,0.031648614,0.022619231,4.237175465,24.471902847,5.886980057,8.11038208,1.186092973,3.972271681,0,TAZ
13983,22.243963242,22.243963242,0.03166151,0.022619555,1.241824031,7.574836731,3.908135891,7.896085262,0.349874318,1.218926311,0,TAZ
13984,110.550941467,110.550941467,3.205830336,0.721163273,18.46736145,39.064865112,14.58908844,27.575550079,2.263575792,4.663504124,0,TAZ
13985,31.512062073,31.512062073,0.744763851,0.293537706,5.552497387,10.887667656,4.161304951,8.435614586,0.568090677,0.868585289,0,TAZ
13986,53.614234924,53.614234924,0.441215545,0.076592043,4.920580864,17.949899673,8.8487463,18.319759369,0.77171582,2.285725594,0,TAZ
13987,21.4453125,21.4453125,0.441215545,0.076592043,3.257578373,6.820181847,3.198729038,6.775532722,0.307774544,0.567707717,0,TAZ
13988,61.908622742,61.908622742,0.468913615,0.096387826,7.793351173,26.670751572,8.137956619,14.362839699,1.173829794,3.204592705,0,TAZ
13989,53.917869568,53.917869568,0.602989256,0.192211568,4.845927715,15.307530403,9.534919739,20.925224304,0.681075811,1.827990651,0,TAZ
13990,22.124752045,22.124752045,0.529375196,0.139599636,3.564940929,6.966863155,3.213361263,6.775928974,0.34974739,0.584936559,0,TAZ
13991,68.844558716,68.844558716,1.028171659,0.496088982,11.087578773,27.87301445,8.550778389,15.814183235,1.336233258,2.65850687,0,TAZ
13992,24.359111786,24.359111786,0.750476062,0.093314715,4.869360924,8.416213036,3.078630924,6.111820221,0.415941536,0.623354733,0,TAZ
13993,33.925014496,33.925014496,1.964675426,0.482711494,8.528506279,11.024567604,3.565460443,6.18610239,0.908111274,1.264880061,0,TAZ
13994,60.472717285,60.472717285,0.750476062,0.093314715,5.76888752,18.980932236,10.171334267,21.353610992,0.862175703,2.491984844,0,TAZ
13995,20.942882538,20.942882538,0.7685467,0.106229775,3.964104414,6.177753925,2.927772045,6.106437206,0.353355706,0.538683534,0,TAZ
13996,44.056541443,44.056541443,0.792759061,0.123534329,4.968074799,12.922076225,7.346829891,15.730132103,0.621229529,1.551905274,0,TAZ
13997,33.150398254,33.150398254,1.927993059,0.23972778,7.475943089,8.190628052,4.484065533,9.271478653,0.666560769,0.894001722,0,TAZ
13998,23.31035614,23.31035614,0.754183114,0.095956951,4.191530228,7.623641491,3.173062801,6.224450111,0.435524046,0.812007368,0,TAZ
13999,41.846561432,41.846561432,1.237713337,0.264249504,9.27017498,16.450380325,4.50929451,8.152579308,0.824548125,1.137622952,0,TAZ
14000,52.064914703,52.064914703,4.258597374,0.529516935,16.074918747,14.614227295,5.013538361,8.579880714,1.405060649,1.589174032,0,TAZ
14001,37.351009369,37.351009369,0.814908326,0.582413852,4.553192139,9.460674286,6.291722298,14.007183075,0.626953304,1.013960004,0,TAZ
14002,65.22328186,65.22328186,1.838318706,1.313844442,8.284926414,15.301436424,10.917191505,24.385374069,1.254343748,1.927846193,0,TAZ
14003,56.576454163,56.576454163,0.504147768,0.3602781,4.835180283,16.96121788,9.856514931,20.951076508,0.852601171,2.255438566,0,TAZ
14004,105.938735962,105.938735962,7.100054264,1.079856873,25.880535126,24.724885941,13.748311996,28.14128685,2.363301039,2.900505304,0,TAZ
14005,113.013870239,113.013870239,0.807721078,0.189542383,6.711630344,26.666316986,22.525156021,51.80298996,1.006809831,3.303703785,0,TAZ
14006,71.922294617,71.922294617,1.816599369,0.910579026,10.03021431,20.410043716,11.18754673,23.927631378,1.315993309,2.323686123,0,TAZ
14007,42.950222015,42.950222015,3.203745127,1.901972651,11.965707779,10.134405136,4.362902641,8.632486343,1.544620633,1.204381585,0,TAZ
14008,68.477256775,68.477256775,0.656787038,0.08166457,10.47462368,25.926651001,9.439442635,19.13019371,0.942473531,1.825421214,0,TAZ
14009,79.975456238,79.975456238,2.767154932,1.589943171,20.181007385,32.726955414,7.001794815,11.581309319,2.057573795,2.069718361,0,TAZ
14010,56.784374237,56.784374237,0.104406998,0.074591674,5.446429729,20.456188202,9.0648489,18.627138138,0.77979064,2.230981588,0,TAZ
14011,68.512405396,68.512405396,0.68988055,0.493026465,12.780179977,29.90537262,7.625246525,13.787395477,1.259618998,1.971682429,0,TAZ
14012,58.790714264,58.790714264,0.160250321,0.114518143,4.95048666,17.585382462,10.457379341,23.238918304,0.606843352,1.676933169,0,TAZ
14013,44.072593689,44.072593689,0.282647312,0.201974109,5.257968426,15.677470207,6.699806213,13.766303062,0.662111819,1.524313569,0,TAZ
14014,39.689849854,39.689849854,1.876313925,0.369252115,7.77025032,10.208111763,5.66604805,11.84839344,0.781319559,1.170161009,0,TAZ
14015,40.700656891,40.700656891,1.722336531,0.259221137,7.190777779,9.854946136,6.283497334,13.666207314,0.673739135,1.049930334,0,TAZ
14016,69.371383667,69.371383667,1.64772284,0.205894798,9.395093918,24.268772125,10.011601448,19.138530731,1.327658176,3.376111984,0,TAZ
14017,103.105766296,103.105766296,16.462352753,2.077971697,49.107765198,12.758209229,6.708162785,9.895373344,3.896820307,2.199110746,0,TAZ
14018,36.321632385,36.321632385,1.867657065,0.363081574,9.494257927,12.301310539,3.740234375,6.833210468,0.820683002,0.901198983,0,TAZ
14019,50.453765869,50.453765869,1.64776969,0.205898836,7.308429718,12.286488533,8.406811714,18.381464005,0.74973774,1.467165947,0,TAZ
14020,122.603317261,122.603317261,1.64772284,0.205894798,16.692163467,64.241622925,12.577339172,13.761073112,3.408556223,10.068943977,0,TAZ
14021,29.936540604,29.936540604,2.249020338,0.28066057,8.392705917,7.309926987,3.459461451,6.82141161,0.698156595,0.725196004,0,TAZ
14022,26.19603157,26.19603157,0.010904174,0.007793201,0.599219382,5.326233864,5.761338711,13.602594376,0.155025825,0.732922673,0,TAZ
14023,31.471754074,31.471754074,0.010904174,0.007793201,0.713127196,6.398275375,6.924992085,16.351287842,0.18522501,0.880148411,0,TAZ
14024,37.540679932,37.540679932,0.010904174,0.007793201,1.119001389,8.934942245,7.853400707,18.032958984,0.299370766,1.282307863,0,TAZ
14025,26.312253952,26.312253952,0.010936003,0.007796146,0.620442688,5.330837727,5.795779705,13.603613853,0.168399543,0.774447858,0,TAZ
14026,64.708198547,64.708198547,0.014458995,0.010333828,6.035698891,22.331501007,10.685757637,22.800384521,0.732486844,2.097575188,0,TAZ
14027,68.156486511,68.156486511,0.187311918,0.133865744,6.302190304,21.41147995,11.712491989,25.72108078,0.741312027,1.946751714,0,TAZ
14028,52.543563843,52.543563843,0.014459005,0.010333829,5.522289753,18.213293076,8.496228218,18.316635132,0.555176675,1.415147185,0,TAZ
14029,21.713804245,21.713804245,0.006612777,0.004726144,1.681505442,7.546958447,3.658148766,7.641847134,0.277457416,0.896547735,0,TAZ
14030,26.780252457,26.780252457,4.331634773E-5,4.106236247E-6,2.929083824,9.728185654,4.200383186,8.753560066,0.322756916,0.846236408,0,TAZ
14031,10.286568642,10.286568642,0.006612777,0.004726144,1.081960559,3.551644564,1.664255142,3.588452816,0.110110022,0.278806597,0,TAZ
14032,30.678079605,30.678079605,0.069787197,0.049876835,3.212626934,11.675480843,4.650948524,9.342351913,0.446959376,1.230047941,0,TAZ
14033,26.773557663,26.773557663,0.006612777,0.004726144,1.69969523,8.143280983,4.910066128,10.768443108,0.280112952,0.960620105,0,TAZ
14034,15.324824333,15.324824333,0.006634235,0.00472798,1.204823613,4.559288502,2.78379631,6.165167809,0.150191367,0.450194716,0,TAZ
14035,18.293405533,18.293405533,0.006612777,0.004726144,1.504835486,6.364293098,3.057179213,6.413582325,0.22817187,0.714005172,0,TAZ
14036,25.687324524,25.687324524,0.006612777,0.004726144,1.770039558,8.367393494,4.530486107,9.697315216,0.300994784,1.009756446,0,TAZ
14037,14.154277802,14.154277802,0.230228081,0.164535761,1.870802402,4.435705185,2.166997433,4.599459648,0.243304893,0.443244904,0,TAZ
14038,22.817361832,22.817361832,0.006612777,0.004726144,1.940433025,8.886181831,3.550670147,6.950556755,0.351699054,1.126481533,0,TAZ
14039,10.821438789,10.821438789,0.006617227,0.004726257,1.099056721,3.651022434,1.788116693,3.84256196,0.12029437,0.309043586,0,TAZ
14040,12.316885948,12.316885948,0.006635685,0.004727847,1.143344045,3.941273928,2.12489152,4.580825329,0.138315544,0.376871675,0,TAZ
14041,26.540092468,26.540092468,0.006612777,0.004726144,1.829528451,8.735486984,4.657271862,9.92037487,0.317743987,1.068347335,0,TAZ
14042,17.677804947,17.677804947,0.006675466,0.004731402,1.351309776,5.324619293,3.219425917,6.928596497,0.206670284,0.635775745,0,TAZ
14043,11.864804268,11.864804268,0.006612777,0.004726144,1.116036177,3.87234664,2.012362719,4.410726547,0.119144127,0.322849274,0,TAZ
14044,34.801067352,34.801067352,0.191570625,0.023819029,2.077335596,8.293805122,6.958019733,15.969068527,0.297763795,0.989683926,0,TAZ
14045,63.258911133,63.258911133,0.203382626,0.032267969,4.595263004,19.630401611,11.281970978,24.406980515,0.732259154,2.376386404,0,TAZ
14046,10.598349571,10.598349571,0.191560596,0.023818776,1.542271852,3.39672637,1.60641849,3.414616346,0.143169597,0.279767781,0,TAZ
14047,10.673199654,10.673199654,0.19156763,0.023818953,1.552646279,3.397239447,1.632220745,3.414836884,0.154842481,0.306027442,0,TAZ
14048,21.36223793,21.36223793,0.191572875,0.023819812,1.782868981,5.574424267,3.985536098,8.994306564,0.211472303,0.598237514,0,TAZ
14049,14.907421112,14.907421112,0.191560596,0.023818776,2.715748549,6.146056652,1.792886257,3.421238661,0.229447126,0.386664689,0,TAZ
14050,22.611457825,22.611457825,0.191562608,0.023818968,1.802783847,5.836724281,4.256606102,9.67002964,0.212656558,0.617276073,0,TAZ
14051,22.711475372,22.711475372,0.191562876,0.023818992,2.00249052,6.793090343,3.984108448,8.658486366,0.27035439,0.787563384,0,TAZ
14052,10.65359211,10.65359211,0.191572219,0.02381973,1.551502585,3.398276806,1.623731256,3.414987087,0.150322646,0.299379617,0,TAZ
14053,21.453546524,21.453546524,0.19157356,0.023819363,1.790272236,5.581163883,4.013846397,9.012747765,0.221434548,0.618687868,0,TAZ
14054,16.768316269,16.768316269,0.191592768,0.023821451,1.697345257,4.624578476,2.980895519,6.552727222,0.196707562,0.500648916,0,TAZ
14055,15.693025589,15.693025589,0.191562369,0.023818821,1.654478431,4.428274632,2.732481003,6.059209347,0.175166816,0.428033948,0,TAZ
14056,43.387844086,43.387844086,0.191560596,0.023818776,5.51766777,16.203393936,6.40371418,13.202940941,0.553979337,1.290769696,0,TAZ
14057,23.813623428,23.813623428,0.191563606,0.023818852,2.046303511,7.095293999,4.204419136,9.125541687,0.285724491,0.840958536,0,TAZ
14058,22.881052017,22.881052017,0.258298755,0.071511276,2.009245157,5.832901955,4.243755341,9.565262794,0.252661765,0.647415876,0,TAZ
14059,16.847332001,16.847332001,0.238928139,0.17076169,2.312159538,5.456305504,2.531022549,5.419109821,0.2660065,0.453037649,0,TAZ
14060,27.922769547,27.922769547,0.041768461,0.029851874,2.590301752,10.718053818,4.308750153,8.529867172,0.42466554,1.279509783,0,TAZ
14061,43.32087326,43.32087326,5.022541827E-10,5.117265986E-11,7.157236099,20.535749435,4.909565926,8.641457558,0.675448716,1.401414871,0,TAZ
14062,24.600389481,24.600389481,0.041775368,0.029852048,1.919658184,7.147292137,4.491800785,10.032864571,0.241178781,0.695968151,0,TAZ
14063,21.107614517,21.107614517,0.43336457,0.309723169,3.260697126,7.586553097,2.794402122,5.445262909,0.455681086,0.821931422,0,TAZ
14064,54.483234406,54.483234406,5.022541827E-10,5.117265986E-11,12.22988987,30.246603012,4.199680328,5.478707314,0.942679226,1.385674119,0,TAZ
14065,21.481281281,21.481281281,0.159556285,0.114034705,2.375759602,7.36281395,3.363189936,7.043644905,0.315812975,0.74646765,0,TAZ
14066,26.553743362,26.553743362,0.041768461,0.029851874,2.400866508,9.681640625,4.24540329,8.677689552,0.370637864,1.10588491,0,TAZ
14067,29.434635162,29.434635162,0.134316027,0.095995523,2.282283545,8.083054543,5.435549259,12.302171707,0.295471817,0.805792987,0,TAZ
14068,29.784078598,29.784078598,0.041768461,0.029851874,2.169094563,8.908089638,5.407926083,11.984695435,0.302015096,0.940636456,0,TAZ
14069,15.691106796,15.691106796,1.277561307,0.158852845,4.631353855,3.696662664,1.752181888,3.415936708,0.382564932,0.375992805,0,TAZ
14070,33.315494537,33.315494537,0.687660635,0.109148651,5.920332432,8.553179741,6.654039383,9.956366539,0.418319523,1.016445994,0,TAZ
14071,80.807380676,80.807380676,1.205180645,0.190782696,11.152713776,20.752353668,17.272754669,26.837293625,0.913740277,2.482557774,0,TAZ
14072,46.251438141,46.251438141,0.762947679,0.117539518,7.128286362,11.746088028,9.698871613,14.806821823,0.563650846,1.4272331,0,TAZ
14073,47.244655609,47.244655609,0.815626562,0.120809942,7.82194519,11.829776764,9.873877525,14.684194565,0.62847507,1.469951034,0,TAZ
14074,67.403503418,67.403503418,1.41910851,0.22747694,12.372663498,19.574594498,12.561522484,18.299701691,0.875940681,2.072498798,0,TAZ
14075,50.81986618,50.81986618,1.433259845,0.228664964,11.640920639,13.069705963,9.211683273,12.985778809,0.716314912,1.533537507,0,TAZ
14076,102.618156433,102.618156433,1.144877076,0.175625443,12.087874413,27.62890625,22.303792953,34.940551758,1.140086889,3.196439981,0,TAZ
14077,54.473392487,54.473392487,1.25238812,0.193005234,10.987958908,13.751116753,10.55209446,15.308574677,0.75554651,1.672709584,0,TAZ
14078,46.02117157,46.02117157,0.933761895,0.146297693,8.200915337,11.741203308,9.226605415,13.774327278,0.588317215,1.40974462,0,TAZ
14079,36.415912628,36.415912628,0.454919636,0.069813766,4.561626911,9.27273941,7.99468708,12.52660656,0.407808959,1.127710581,0,TAZ
14080,61.023075104,61.023075104,0.920222282,0.147507638,9.661327362,23.66409874,9.983524323,13.869247437,0.823063016,1.954082012,0,TAZ
14081,33.133899689,33.133899689,0.351149142,0.053625822,3.705812454,8.443430901,7.42810297,11.767264366,0.356371462,1.02814126,0,TAZ
14082,23.535383224,23.535383224,0.705513835,0.111759059,5.738110065,6.020401001,4.161818027,5.740143299,0.346826941,0.710810483,0,TAZ
14083,79.897094727,79.897094727,1.783470988,0.27931872,15.406683922,20.356178284,15.619777679,22.94792366,1.061288118,2.442453384,0,TAZ
14084,33.832672119,33.832672119,0.732627094,0.117351256,6.176809788,8.725250244,6.676146984,9.951815605,0.42468828,1.027981639,0,TAZ
14085,35.49464035,35.49464035,0.736343086,0.131275028,6.610519886,8.900312424,7.001862526,10.34403038,0.612091005,1.158204913,0,TAZ
14086,55.330341339,55.330341339,1.037061095,0.158849016,9.505555153,13.985185623,11.294607162,16.928916931,0.7134462,1.706719279,0,TAZ
14087,19.017030716,19.017030716,0.388322145,0.062160667,3.31268692,4.903064728,3.809833765,5.728043079,0.233964324,0.578955531,0,TAZ
14088,36.230556488,36.230556488,0.743976653,0.116388381,6.393073559,9.142747879,7.6729002,10.582403183,0.491037905,1.088028312,0,TAZ
14089,56.516742706,56.516742706,1.84855032,0.293446749,14.681332588,14.377537727,10.048703194,12.701439857,0.887963474,1.677768588,0,TAZ
14090,65.772567749,65.772567749,1.467357874,0.232311144,12.221696854,16.822317123,13.432580948,18.719755173,0.894389749,1.982163787,0,TAZ
14091,113.372787476,113.372787476,2.963382721,0.469885916,22.317983627,28.462305069,26.287126541,27.752836227,1.904116988,3.215150118,0,TAZ
14092,34.812423706,34.812423706,0.771961093,0.120874032,6.608122826,8.899353027,6.886128902,9.99244976,0.468918294,1.064615011,0,TAZ
14093,59.095848083,59.095848083,0.70153147,0.10860949,6.994039536,15.124621391,13.1345644,20.551559448,0.652588904,1.828334808,0,TAZ
14094,83.153800964,83.153800964,0.971389055,0.153169096,9.284439087,19.383892059,22.890514374,27.160291672,1.052416205,2.257691145,0,TAZ
14095,97.95010376,97.95010376,1.714723945,0.267095447,15.614661217,24.965993881,20.303647995,30.873674393,1.197876453,3.01243329,0,TAZ
14096,87.796569824,87.796569824,1.941647053,0.303978443,17.083105087,24.045343399,16.564247131,23.962137222,1.193239093,2.702873468,0,TAZ
14097,40.792675018,40.792675018,0.714398265,0.109253421,6.578796387,10.348099709,8.517998695,12.742685318,0.521412253,1.260028958,0,TAZ
14098,81.495323181,81.495323181,0.65389967,0.103438012,8.125697136,21.441530228,23.534788132,24.04618454,1.235265613,2.354517937,0,TAZ
14099,93.047157288,93.047157288,0.624413252,0.098732702,8.641083717,27.239603043,20.389642715,31.808038712,1.098024964,3.147623301,0,TAZ
14100,75.537216187,75.537216187,2.276279449,0.361775994,19.57890892,22.658313751,11.961276054,14.833646774,1.326994181,2.540018559,0,TAZ
14101,164.992736816,164.992736816,0.00499234,6.20121893E-4,7.757390022,52.521110535,37.353805542,60.222213745,1.645726204,5.486871243,0,TAZ
14102,59.343982697,59.343982697,1.471193314,0.234467864,13.367482185,18.548084259,9.881660461,12.765794754,1.013721824,2.061580896,0,TAZ
14103,93.346351624,93.346351624,1.708096027,0.267587602,15.306282997,23.838806152,19.171609879,29.040826797,1.14863956,2.864501238,0,TAZ
14104,66.203208923,66.203208923,1.766150475,0.278258026,14.71284771,16.891132355,12.238574028,17.368434906,0.936879814,2.010929346,0,TAZ
14105,203.657928467,203.657928467,0.003446142,5.499463296E-4,17.772079468,115.950630188,26.525121689,33.22082901,2.922356367,7.262924194,0,TAZ
14106,45.790252686,45.790252686,0.935860038,0.146392927,8.224885941,11.672210693,9.163074493,13.656009674,0.588723958,1.403092861,0,TAZ
14107,47.719619751,47.719619751,1.309770465,0.256543875,12.109874725,15.25148201,7.16506052,8.433909416,1.296075463,1.896902323,0,TAZ
14108,52.030651093,52.030651093,1.352423787,0.215429634,12.306710243,16.661472321,8.341562271,10.384595871,0.930553436,1.83790338,0,TAZ
14109,92.548851013,92.548851013,0.015243046,0.001085359,4.423327923,27.109825134,21.755147934,35.124572754,0.963454962,3.156197309,0,TAZ
14110,15.11553669,15.11553669,0.112491131,0.082647495,3.289031506,8.230084419,1.247976661,0.038668282,1.009211063,1.105426192,0,TAZ
14111,22.59396553,22.59396553,0.1656463,0.121700704,4.90060091,12.334891319,1.867596388,0.057915617,1.497359991,1.648254037,0,TAZ
14112,243.687973022,243.687973022,0.5633623,0.087919548,41.794975281,145.852752686,24.704078674,8.851179123,7.594194412,14.239515305,0,TAZ
14113,27.584671021,27.584671021,0.563381791,0.087933876,4.966581821,7.023466587,5.520374775,8.220921516,0.356167078,0.845843554,0,TAZ
14114,13.867832184,13.867832184,0.55549407,0.408122778,5.885401726,1.598802567,0.768250465,0.013676263,2.948144913,1.689939499,0,TAZ
14115,88.757896423,88.757896423,1.420320153,0.209591657,14.49833107,25.145009995,17.563724518,25.93311882,1.192243576,2.795557976,0,TAZ
14116,131.730422974,131.730422974,2.878420591,0.461409539,30.049386978,69.645301819,12.247275352,9.762904167,2.306014776,4.379701614,0,TAZ
14117,71.972633362,71.972633362,0.830527842,0.100058541,13.628347397,36.622058868,8.476529121,8.463418007,1.342450738,2.509245157,0,TAZ
14118,11.93516922,11.93516922,1.058976995E-4,1.280068136E-5,0.349541008,1.995724916,2.518988848,4.403042793,0.385330349,2.282422304,0,TAZ
14119,16.601301193,16.601301193,1.062237861E-4,1.282515586E-5,0.278807223,1.977137566,3.846135139,8.59631443,0.264110029,1.638677955,0,TAZ
14120,15.67923069,15.67923069,1.059697024E-4,1.280211472E-5,0.567487538,3.025425911,3.13584733,4.462797642,0.655620575,3.831932783,0,TAZ
14121,18.086080551,18.086080551,6.105083594E-5,7.355021808E-6,0.852556705,4.228961945,3.297333956,2.759809256,1.020566106,5.926783562,0,TAZ
14122,7.133849621,7.133849621,0.019184478,0.011222388,0.616990089,0.60751158,1.500953078,3.42799449,0.378043175,0.571950316,0,TAZ
14123,11.468458176,11.468458176,1.060300565E-4,1.280331617E-5,0.319297105,1.840863347,2.454145908,4.394272327,0.357704967,2.102055788,0,TAZ
14124,27.779655457,27.779655457,6.051942546E-5,7.315135917E-6,0.272468776,2.59524107,6.746238232,16.7380867,0.178082168,1.249470592,0,TAZ
14125,64.434547424,64.434547424,8.471815818E-5,1.024054473E-5,0.611698747,5.944192886,15.678228378,39.070308685,0.385613263,2.744407177,0,TAZ
14126,142.244888306,142.244888306,8.471815818E-5,1.024054473E-5,1.350009799,13.12238121,34.611110687,86.25163269,0.851245821,6.058412552,0,TAZ
14127,28.683439255,28.683439255,6.170696724E-5,7.404292319E-6,0.2527605,2.34923172,8.159607887,16.43248558,0.216352686,1.272931933,0,TAZ
14128,4.296133518,4.296133518,6.105083594E-5,7.355021808E-6,0.044054504,0.386681169,1.047962904,2.537242651,0.036431037,0.24369286,0,TAZ
14129,94.369293213,94.369293213,8.471815818E-5,1.024054473E-5,0.895737529,8.70574379,22.961977005,57.221637726,0.564748764,4.019352436,0,TAZ
14130,0.065612644,0.065612644,0,0,0,0,0,0,3.54188478E-6,2.080635604E-4,0.065401033,TAZ
14131,33.4164505,33.4164505,7.059846394E-5,8.533786968E-6,0.317329645,3.082707882,8.130885124,20.262149811,0.199990779,1.423306823,0,TAZ
14132,1360.345825195,1360.345825195,8.471815818E-5,1.024054473E-5,16.497117996,132.120773315,328.807434082,815.194213867,8.884971619,58.841239929,0,TAZ
14133,13.150774002,13.150774002,9.113836131E-5,1.072242594E-5,0.162258238,1.10096693,3.219305277,7.183858871,0.204464689,1.279818654,0,TAZ
14134,2752.907958984,2752.907958984,8.471815818E-5,1.024054473E-5,26.121541977,253.962234497,669.83996582,1669.261474609,16.473974228,117.248672485,0,TAZ
14135,45.354957581,45.354957581,8.612836245E-5,1.03463899E-5,0.438824743,4.159416199,11.040047646,27.3276577,0.299056888,2.089859009,0,TAZ
14136,54.402545929,54.402545929,8.768037515E-5,1.046287889E-5,0.533659279,4.96696043,13.246226311,32.622840881,0.383596599,2.649165392,0,TAZ
14137,31.155817032,31.155817032,8.480122779E-5,1.024677931E-5,0.296411246,2.872699738,7.5810709,18.881095886,0.188093722,1.33635056,0,TAZ
14138,13.736044884,13.736044884,8.54454629E-5,1.029513351E-5,0.134851903,1.254428267,3.344432354,8.239129066,0.096468084,0.666639507,0,TAZ
14139,69.710800171,69.710800171,7.059846394E-5,8.533786968E-6,0.66171211,6.430947304,16.962057114,42.269702911,0.417183369,2.969112396,0,TAZ
14140,120.511306763,120.511306763,7.059846394E-5,8.533786968E-6,1.372867584,11.986430168,28.948915482,70.321235657,1.026038766,6.855736732,0,TAZ
14141,20.950315475,20.950315475,1.411969279E-4,1.706757394E-5,0.751532912,4.027087212,4.196268082,6.070032597,0.860154271,5.045081615,0,TAZ
14142,9.712603569,9.712603569,1.411969279E-4,1.706757394E-5,0.092667766,0.895933032,2.363209248,5.888659,0.05816232,0.413813919,0,TAZ
14143,131.979492188,131.979492188,7.059846394E-5,8.533786968E-6,1.252554655,12.17538166,32.113330841,80.027145386,0.789811611,5.621186256,0,TAZ
14144,9.727255821,9.727255821,1.412682177E-4,1.70729254E-5,0.093219571,0.896039069,2.366991043,5.888772488,0.059646361,0.422429293,0,TAZ
14145,72.386993408,72.386993408,6.051942546E-5,7.315135917E-6,0.687064588,6.677508831,17.614276886,43.890407562,0.433492333,3.084173203,0,TAZ
14146,45.1679039,45.1679039,7.059846394E-5,8.533786968E-6,0.428834468,4.166807175,10.990259171,27.387800217,0.270313829,1.92381084,0,TAZ
14147,59.249736786,59.249736786,7.059846394E-5,8.533786968E-6,0.562451303,5.465889454,14.41666317,35.926502228,0.35458231,2.523567438,0,TAZ
14148,44.21988678,44.21988678,0.019184548,0.011222392,0.96929121,4.02755928,10.524973869,25.906959534,0.601349056,2.159347534,0,TAZ
14149,12.923836708,12.923836708,0.019183816,0.011222337,1.033928275,2.540661097,2.310700893,2.626299858,0.886473835,3.495366573,0,TAZ
14150,11.926023483,11.926023483,0.019186571,0.011222544,0.674585462,1.013011098,2.673346043,6.076153755,0.447735697,1.010782003,0,TAZ
14151,18.486639023,18.486639023,0.019184001,0.011222351,0.721946239,1.66318059,4.261873722,10.370682716,0.436623782,1.001926303,0,TAZ
14152,40.553100586,40.553100586,6.105083594E-5,7.355021808E-6,2.169794321,10.488928795,6.962080956,3.122421503,2.623950243,15.185855865,0,TAZ
14153,14.96672821,14.96672821,0.019187052,0.01122258,0.706219792,1.285126567,3.414671898,7.860801697,0.475344241,1.194154859,0,TAZ
14154,4.321426392,4.321426392,6.117390149E-5,7.364258636E-6,0.045006998,0.386864215,1.054490685,2.537438869,0.038992707,0.258564264,0,TAZ
14155,21.696296692,21.696296692,0.019184368,0.011222379,0.754524529,1.95287168,5.043963909,12.271783829,0.463013411,1.179733038,0,TAZ
14156,46.653327942,46.653327942,0.837514937,0.130254015,7.601671219,11.879441261,9.619087219,14.57352066,0.577180564,1.434657216,0,TAZ
14157,44.369731903,44.369731903,0.76849556,0.119227573,7.04757452,11.291729927,9.216402054,14.016233444,0.544089556,1.365980148,0,TAZ
14158,44.961700439,44.961700439,1.071840644,0.168428987,9.118307114,11.467862129,8.623763084,12.530871391,0.609572828,1.371052504,0,TAZ
14159,73.834716797,73.834716797,1.288916945,0.204455554,11.856811523,21.25037384,14.44567585,21.586832047,0.916475475,2.285170555,0,TAZ
14160,95.806137085,95.806137085,0.785623133,0.122573912,8.822574615,24.582557678,22.051372528,35.522331238,0.949132442,2.969971895,0,TAZ
14161,68.151519775,68.151519775,1.911064148,0.3063353,15.832612991,20.026889801,11.446178436,15.55741787,0.99203968,2.0789783,0,TAZ
14162,54.088031769,54.088031769,0.954344869,0.148306698,8.701030731,13.771063805,11.192585945,16.990772247,0.665872872,1.664056659,0,TAZ
14163,83.448432922,83.448432922,0.135082319,0.02165311,4.046238899,23.704534531,19.721408844,32.468391418,0.727036536,2.62408638,0,TAZ
14164,40.626636505,40.626636505,0.760142922,0.133582041,7.318146706,10.765934944,7.957493305,11.596256256,0.719508231,1.375572681,0,TAZ
14165,37.567070007,37.567070007,0.582434237,0.090254731,5.479063511,9.570142746,7.970792294,12.27144146,0.444238812,1.158701777,0,TAZ
14166,77.006546021,77.006546021,1.190777898,0.184590012,14.727975845,29.478561401,12.204267502,14.49062252,1.566190481,3.163561106,0,TAZ
14167,98.000869751,98.000869751,1.233575463,0.1977368,12.155842781,27.782123566,20.553359985,31.956510544,1.083280802,3.038437605,0,TAZ
